"","Species","Country","year","count"
"11773","MGC","BE","X2007",0
"11774","MGC","BE","X2007",0
"11775","MGC","BE","X2007",0
"11776","MNZ","BE","X2007",0
"11777","MNZ","BE","X2007",0
"11778","MNZ","BE","X2007",0
"11779","MNZ","BE","X2007",0
"11780","MNZ","BE","X2007",0
"11781","MNZ","BE","X2007",0
"11782","MNZ","BE","X2007",0
"11783","MNZ","BE","X2007",0
"11784","MNZ","BE","X2007",0
"11785","MNZ","BE","X2007",0
"11786","MNZ","BE","X2007",0
"11787","MNZ","BE","X2007",0
"11788","MNZ","BE","X2007",0
"11789","MNZ","BE","X2007",0
"11790","MNZ","BE","X2007",0
"11791","MNZ","BE","X2007",0
"11792","MNZ","BE","X2007",0
"11793","MNZ","BE","X2007",0
"11794","MNZ","BE","X2007",0
"11795","MNZ","BE","X2007",0
"11796","MNZ","BE","X2007",0
"11797","MNZ","BE","X2007",0
"11798","MNZ","BE","X2007",0
"11799","MNZ","BE","X2007",0
"11800","MNZ","BE","X2007",0
"11801","MNZ","BE","X2007",0
"11802","MNZ","BE","X2007",0
"11803","MNZ","BE","X2007",0
"11804","MNZ","BE","X2007",0
"11805","MNZ","BE","X2007",0
"11806","MNZ","BE","X2007",0
"11807","MNZ","BE","X2007",0
"11808","MNZ","BE","X2007",0
"11809","MNZ","BE","X2007",0
"11810","MOL","BE","X2007",0
"11811","MOL","BE","X2007",0
"11812","MOL","BE","X2007",0
"11813","MOL","BE","X2007",0
"11814","MOL","BE","X2007",0
"11815","MOL","BE","X2007",0
"11816","MOL","BE","X2007",0
"11817","MOL","BE","X2007",0
"11818","MOL","BE","X2007",0
"11819","MOL","BE","X2007",0
"11820","MOL","BE","X2007",0
"11821","MOL","BE","X2007",0
"11822","MOL","BE","X2007",0
"11823","MOL","BE","X2007",0
"11824","MOL","BE","X2007",0
"11825","MOL","BE","X2007",0
"11826","MOL","BE","X2007",0
"11827","MUR","BE","X2007",56
"11828","MUR","BE","X2007",3
"11829","MUR","BE","X2007",1
"11830","MUR","BE","X2007",2
"11831","MUR","BE","X2007",49
"11832","MUR","BE","X2007",0
"11833","MUR","BE","X2007",10
"11834","MUR","BE","X2007",24
"11835","MUR","BE","X2007",12
"11836","MUR","BE","X2007",3
"11837","MUR","BE","X2007",0
"11838","MUR","BE","X2007",3
"11839","MUR","BE","X2007",0
"11840","MUR","BE","X2007",3
"11841","MUS","BE","X2007",0
"11842","MUS","BE","X2007",0
"11843","MUS","BE","X2007",0
"11844","MUS","BE","X2007",0
"11845","MZZ","BE","X2007",0
"11846","MZZ","BE","X2007",0
"11847","MZZ","BE","X2007",0
"11848","NEP","BE","X2007",215
"11849","NEP","BE","X2007",0
"11850","NEP","BE","X2007",0
"11851","NEP","BE","X2007",205
"11852","NEP","BE","X2007",0
"11853","NEP","BE","X2007",205
"11854","NEP","BE","X2007",0
"11855","NEP","BE","X2007",0
"11856","NEP","BE","X2007",0
"11857","NEP","BE","X2007",0
"11858","NEP","BE","X2007",0
"11859","NEP","BE","X2007",0
"11860","NEP","BE","X2007",0
"11861","NEP","BE","X2007",7
"11862","NEP","BE","X2007",1
"11863","NEP","BE","X2007",0
"11864","NEP","BE","X2007",0
"11865","NEP","BE","X2007",0
"11866","NEP","BE","X2007",6
"11867","NEP","BE","X2007",3
"11868","NEP","BE","X2007",1
"11869","NEP","BE","X2007",2
"11870","NEP","BE","X2007",0
"11871","OCZ","BE","X2007",48
"11872","OCZ","BE","X2007",2
"11873","OCZ","BE","X2007",1
"11874","OCZ","BE","X2007",1
"11875","OCZ","BE","X2007",0
"11876","OCZ","BE","X2007",0
"11877","OCZ","BE","X2007",31
"11878","OCZ","BE","X2007",0
"11879","OCZ","BE","X2007",1
"11880","OCZ","BE","X2007",4
"11881","OCZ","BE","X2007",20
"11882","OCZ","BE","X2007",5
"11883","OCZ","BE","X2007",1
"11884","OCZ","BE","X2007",0
"11885","OCZ","BE","X2007",0
"11886","OCZ","BE","X2007",16
"11887","OCZ","BE","X2007",0
"11888","OCZ","BE","X2007",15
"11889","OCZ","BE","X2007",0
"11890","OYF","BE","X2007",0
"11891","OYF","BE","X2007",0
"11892","OYF","BE","X2007",0
"11893","PEE","BE","X2007",0
"11894","PEE","BE","X2007",0
"11895","PEE","BE","X2007",0
"11896","PIL","BE","X2007",0
"11897","PIL","BE","X2007",0
"11898","PIL","BE","X2007",0
"11899","PIL","BE","X2007",0
"11900","PIL","BE","X2007",0
"11901","PLE","BE","X2007",5732
"11902","PLE","BE","X2007",0
"11903","PLE","BE","X2007",0
"11904","PLE","BE","X2007",0
"11905","PLE","BE","X2007",0
"11906","PLE","BE","X2007",3894
"11907","PLE","BE","X2007",0
"11908","PLE","BE","X2007",3317
"11909","PLE","BE","X2007",577
"11910","PLE","BE","X2007",0
"11911","PLE","BE","X2007",0
"11912","PLE","BE","X2007",0
"11913","PLE","BE","X2007",0
"11914","PLE","BE","X2007",0
"11915","PLE","BE","X2007",1834
"11916","PLE","BE","X2007",194
"11917","PLE","BE","X2007",1355
"11918","PLE","BE","X2007",84
"11919","PLE","BE","X2007",65
"11920","PLE","BE","X2007",129
"11921","PLE","BE","X2007",7
"11922","PLE","BE","X2007",0
"11923","PLE","BE","X2007",0
"11924","PLE","BE","X2007",5
"11925","PLE","BE","X2007",2
"11926","PLE","BE","X2007",3
"11927","PLE","BE","X2007",0
"11928","PLE","BE","X2007",0
"11929","POK","BE","X2007",20
"11930","POK","BE","X2007",0
"11931","POK","BE","X2007",0
"11932","POK","BE","X2007",0
"11933","POK","BE","X2007",0
"11934","POK","BE","X2007",0
"11935","POK","BE","X2007",0
"11936","POK","BE","X2007",0
"11937","POK","BE","X2007",18
"11938","POK","BE","X2007",0
"11939","POK","BE","X2007",18
"11940","POK","BE","X2007",0
"11941","POK","BE","X2007",0
"11942","POK","BE","X2007",0
"11943","POK","BE","X2007",0
"11944","POK","BE","X2007",0
"11945","POK","BE","X2007",0
"11946","POK","BE","X2007",0
"11947","POK","BE","X2007",0
"11948","POK","BE","X2007",0
"11949","POK","BE","X2007",2
"11950","POK","BE","X2007",0
"11951","POK","BE","X2007",0
"11952","POK","BE","X2007",0
"11953","POK","BE","X2007",0
"11954","POK","BE","X2007",1
"11955","POK","BE","X2007",0
"11956","POK","BE","X2007",0
"11957","POK","BE","X2007",0
"11958","POK","BE","X2007",0
"11959","POK","BE","X2007",0
"11960","POK","BE","X2007",0
"11961","POK","BE","X2007",0
"11962","POK","BE","X2007",0
"11963","POL","BE","X2007",107
"11964","POL","BE","X2007",0
"11965","POL","BE","X2007",0
"11966","POL","BE","X2007",0
"11967","POL","BE","X2007",0
"11968","POL","BE","X2007",0
"11969","POL","BE","X2007",0
"11970","POL","BE","X2007",0
"11971","POL","BE","X2007",17
"11972","POL","BE","X2007",0
"11973","POL","BE","X2007",17
"11974","POL","BE","X2007",1
"11975","POL","BE","X2007",0
"11976","POL","BE","X2007",0
"11977","POL","BE","X2007",0
"11978","POL","BE","X2007",0
"11979","POL","BE","X2007",0
"11980","POL","BE","X2007",90
"11981","POL","BE","X2007",6
"11982","POL","BE","X2007",24
"11983","POL","BE","X2007",26
"11984","POL","BE","X2007",22
"11985","POL","BE","X2007",13
"11986","POL","BE","X2007",0
"11987","POL","BE","X2007",0
"11988","POL","BE","X2007",0
"11989","POL","BE","X2007",0
"11990","POL","BE","X2007",0
"11991","POL","BE","X2007",0
"11992","POL","BE","X2007",0
"11993","POR","BE","X2007",0
"11994","POR","BE","X2007",0
"11995","POR","BE","X2007",0
"11996","POR","BE","X2007",0
"11997","POR","BE","X2007",0
"11998","POR","BE","X2007",0
"11999","POR","BE","X2007",0
"12000","POR","BE","X2007",0
"12001","PPX","BE","X2007",1
"12002","PPX","BE","X2007",0
"12003","PPX","BE","X2007",0
"12004","PPX","BE","X2007",0
"12005","PPX","BE","X2007",0
"12006","PPX","BE","X2007",0
"12007","PPX","BE","X2007",0
"12008","PPX","BE","X2007",0
"12009","PPX","BE","X2007",0
"12010","PPX","BE","X2007",0
"12011","PPX","BE","X2007",0
"12012","PPX","BE","X2007",0
"12013","PPX","BE","X2007",0
"12014","PPX","BE","X2007",0
"12015","PPX","BE","X2007",0
"12016","PPX","BE","X2007",0
"12017","PPX","BE","X2007",0
"12018","RED","BE","X2007",0
"12019","RED","BE","X2007",0
"12020","RED","BE","X2007",0
"12021","RED","BE","X2007",0
"12022","RED","BE","X2007",0
"12023","RED","BE","X2007",0
"12024","RED","BE","X2007",0
"12025","RED","BE","X2007",0
"12026","RED","BE","X2007",0
"12027","RED","BE","X2007",0
"12028","RED","BE","X2007",0
"12029","RED","BE","X2007",0
"12030","RED","BE","X2007",0
"12031","RED","BE","X2007",0
"12032","RED","BE","X2007",0
"12033","RED","BE","X2007",0
"12034","RED","BE","X2007",0
"12035","RED","BE","X2007",0
"12036","RED","BE","X2007",0
"12037","RED","BE","X2007",0
"12038","RED","BE","X2007",0
"12039","RED","BE","X2007",0
"12040","RED","BE","X2007",0
"12041","RED","BE","X2007",0
"12042","RJB","BE","X2007",0
"12043","RJB","BE","X2007",0
"12044","RJB","BE","X2007",0
"12045","RJB","BE","X2007",0
"12046","RJB","BE","X2007",0
"12047","RJC","BE","X2007",0
"12048","RJC","BE","X2007",0
"12049","RJC","BE","X2007",0
"12050","RJC","BE","X2007",0
"12051","RJC","BE","X2007",0
"12052","RJC","BE","X2007",0
"12053","RJC","BE","X2007",0
"12054","RJC","BE","X2007",0
"12055","RJC","BE","X2007",0
"12056","RJC","BE","X2007",0
"12057","RJC","BE","X2007",0
"12058","RJC","BE","X2007",0
"12059","RJC","BE","X2007",0
"12060","RJC","BE","X2007",0
"12061","RJE","BE","X2007",0
"12062","RJE","BE","X2007",0
"12063","RJE","BE","X2007",0
"12064","RJE","BE","X2007",0
"12065","RJE","BE","X2007",0
"12066","RJE","BE","X2007",0
"12067","RJH","BE","X2007",0
"12068","RJH","BE","X2007",0
"12069","RJH","BE","X2007",0
"12070","RJH","BE","X2007",0
"12071","RJH","BE","X2007",0
"12072","RJH","BE","X2007",0
"12073","RJH","BE","X2007",0
"12074","RJH","BE","X2007",0
"12075","RJH","BE","X2007",0
"12076","RJH","BE","X2007",0
"12077","RJH","BE","X2007",0
"12078","RJH","BE","X2007",0
"12079","RJH","BE","X2007",0
"12080","RJI","BE","X2007",0
"12081","RJI","BE","X2007",0
"12082","RJI","BE","X2007",0
"12083","RJI","BE","X2007",0
"12084","RJI","BE","X2007",0
"12085","RJI","BE","X2007",0
"12086","RJI","BE","X2007",0
"12087","RJI","BE","X2007",0
"12088","RJI","BE","X2007",0
"12089","RJI","BE","X2007",0
"12090","RJM","BE","X2007",0
"12091","RJM","BE","X2007",0
"12092","RJM","BE","X2007",0
"12093","RJM","BE","X2007",0
"12094","RJM","BE","X2007",0
"12095","RJM","BE","X2007",0
"12096","RJM","BE","X2007",0
"12097","RJM","BE","X2007",0
"12098","RJM","BE","X2007",0
"12099","RJM","BE","X2007",0
"12100","RJM","BE","X2007",0
"12101","RJM","BE","X2007",0
"12102","RJM","BE","X2007",0
"12103","RJN","BE","X2007",0
"12104","RJN","BE","X2007",0
"12105","RJN","BE","X2007",0
"12106","RJN","BE","X2007",0
"12107","RJN","BE","X2007",0
"12108","RJN","BE","X2007",0
"12109","RJN","BE","X2007",0
"12110","RJN","BE","X2007",0
"12111","RJN","BE","X2007",0
"12112","RJN","BE","X2007",0
"12113","RJN","BE","X2007",0
"12114","RJN","BE","X2007",0
"12115","RJN","BE","X2007",0
"12116","RJN","BE","X2007",0
"12117","RJR","BE","X2007",0
"12118","RJR","BE","X2007",0
"12119","RJR","BE","X2007",0
"12120","RJR","BE","X2007",0
"12121","RJR","BE","X2007",0
"12122","RJR","BE","X2007",0
"12123","RJR","BE","X2007",0
"12124","RJR","BE","X2007",0
"12125","RJR","BE","X2007",0
"12126","RJR","BE","X2007",0
"12127","SBX","BE","X2007",0
"12128","SBX","BE","X2007",0
"12129","SBX","BE","X2007",0
"12130","SBX","BE","X2007",0
"12131","SBX","BE","X2007",0
"12132","SBX","BE","X2007",0
"12133","SBX","BE","X2007",0
"12134","SCE","BE","X2007",634
"12135","SCE","BE","X2007",11
"12136","SCE","BE","X2007",0
"12137","SCE","BE","X2007",2
"12138","SCE","BE","X2007",9
"12139","SCE","BE","X2007",0
"12140","SCE","BE","X2007",0
"12141","SCE","BE","X2007",622
"12142","SCE","BE","X2007",6
"12143","SCE","BE","X2007",440
"12144","SCE","BE","X2007",54
"12145","SCE","BE","X2007",102
"12146","SCE","BE","X2007",19
"12147","SCE","BE","X2007",0
"12148","SCE","BE","X2007",0
"12149","SCE","BE","X2007",0
"12150","SCE","BE","X2007",1
"12151","SCE","BE","X2007",0
"12152","SCE","BE","X2007",0
"12153","SCE","BE","X2007",0
"12154","SCL","BE","X2007",0
"12155","SCL","BE","X2007",0
"12156","SCL","BE","X2007",0
"12157","SCL","BE","X2007",0
"12158","SCL","BE","X2007",0
"12159","SCL","BE","X2007",0
"12160","SCL","BE","X2007",0
"12161","SCL","BE","X2007",0
"12162","SCL","BE","X2007",0
"12163","SCL","BE","X2007",0
"12164","SCL","BE","X2007",0
"12165","SCL","BE","X2007",0
"12166","SCL","BE","X2007",0
"12167","SCL","BE","X2007",0
"12168","SDV","BE","X2007",0
"12169","SDV","BE","X2007",0
"12170","SDV","BE","X2007",0
"12171","SDV","BE","X2007",0
"12172","SDV","BE","X2007",0
"12173","SKA","BE","X2007",1901
"12174","SKA","BE","X2007",0
"12175","SKA","BE","X2007",0
"12176","SKA","BE","X2007",0
"12177","SKA","BE","X2007",0
"12178","SKA","BE","X2007",0
"12179","SKA","BE","X2007",0
"12180","SKA","BE","X2007",0
"12181","SKA","BE","X2007",272
"12182","SKA","BE","X2007",0
"12183","SKA","BE","X2007",42
"12184","SKA","BE","X2007",230
"12185","SKA","BE","X2007",0
"12186","SKA","BE","X2007",0
"12187","SKA","BE","X2007",0
"12188","SKA","BE","X2007",0
"12189","SKA","BE","X2007",0
"12190","SKA","BE","X2007",1620
"12191","SKA","BE","X2007",680
"12192","SKA","BE","X2007",0
"12193","SKA","BE","X2007",164
"12194","SKA","BE","X2007",16
"12195","SKA","BE","X2007",206
"12196","SKA","BE","X2007",552
"12197","SKA","BE","X2007",1
"12198","SKA","BE","X2007",0
"12199","SKA","BE","X2007",0
"12200","SKA","BE","X2007",9
"12201","SKA","BE","X2007",0
"12202","SKA","BE","X2007",9
"12203","SKA","BE","X2007",0
"12204","SKH","BE","X2007",12
"12205","SKH","BE","X2007",5
"12206","SKH","BE","X2007",0
"12207","SKH","BE","X2007",4
"12208","SKH","BE","X2007",0
"12209","SKH","BE","X2007",0
"12210","SKH","BE","X2007",8
"12211","SKH","BE","X2007",1
"12212","SKH","BE","X2007",5
"12213","SKH","BE","X2007",0
"12214","SKH","BE","X2007",1
"12215","SKH","BE","X2007",1
"12216","SKH","BE","X2007",0
"12217","SKH","BE","X2007",0
"12218","SKH","BE","X2007",0
"12219","SKH","BE","X2007",0
"12220","SKH","BE","X2007",0
"12221","SKH","BE","X2007",0
"12222","SKH","BE","X2007",0
"12223","SMD","BE","X2007",0
"12224","SMD","BE","X2007",0
"12225","SMD","BE","X2007",0
"12226","SMD","BE","X2007",0
"12227","SMD","BE","X2007",0
"12228","SOL","BE","X2007",3856
"12229","SOL","BE","X2007",0
"12230","SOL","BE","X2007",0
"12231","SOL","BE","X2007",973
"12232","SOL","BE","X2007",0
"12233","SOL","BE","X2007",159
"12234","SOL","BE","X2007",814
"12235","SOL","BE","X2007",0
"12236","SOL","BE","X2007",0
"12237","SOL","BE","X2007",0
"12238","SOL","BE","X2007",0
"12239","SOL","BE","X2007",0
"12240","SOL","BE","X2007",2482
"12241","SOL","BE","X2007",306
"12242","SOL","BE","X2007",1530
"12243","SOL","BE","X2007",34
"12244","SOL","BE","X2007",384
"12245","SOL","BE","X2007",198
"12246","SOL","BE","X2007",31
"12247","SOL","BE","X2007",0
"12248","SOL","BE","X2007",0
"12249","SOL","BE","X2007",401
"12250","SOL","BE","X2007",73
"12251","SOL","BE","X2007",328
"12252","SOL","BE","X2007",0
"12253","SOL","BE","X2007",0
"12254","SOS","BE","X2007",0
"12255","SOS","BE","X2007",0
"12256","SOS","BE","X2007",0
"12257","SOS","BE","X2007",0
"12258","SOS","BE","X2007",0
"12259","SOS","BE","X2007",0
"12260","SOS","BE","X2007",0
"12261","SOS","BE","X2007",0
"12262","SOS","BE","X2007",0
"12263","SOS","BE","X2007",0
"12264","SOS","BE","X2007",0
"12265","SOS","BE","X2007",0
"12266","SPR","BE","X2007",1
"12267","SPR","BE","X2007",1
"12268","SPR","BE","X2007",0
"12269","SPR","BE","X2007",1
"12270","SPR","BE","X2007",0
"12271","SPR","BE","X2007",0
"12272","SQC","BE","X2007",145
"12273","SQC","BE","X2007",0
"12274","SQC","BE","X2007",0
"12275","SQC","BE","X2007",27
"12276","SQC","BE","X2007",0
"12277","SQC","BE","X2007",20
"12278","SQC","BE","X2007",7
"12279","SQC","BE","X2007",0
"12280","SQC","BE","X2007",0
"12281","SQC","BE","X2007",0
"12282","SQC","BE","X2007",0
"12283","SQC","BE","X2007",0
"12284","SQC","BE","X2007",117
"12285","SQC","BE","X2007",1
"12286","SQC","BE","X2007",96
"12287","SQC","BE","X2007",10
"12288","SQC","BE","X2007",4
"12289","SQC","BE","X2007",6
"12290","SQC","BE","X2007",0
"12291","SQC","BE","X2007",0
"12292","SQC","BE","X2007",0
"12293","SQC","BE","X2007",2
"12294","SQC","BE","X2007",0
"12295","SQC","BE","X2007",2
"12296","SQC","BE","X2007",0
"12297","SQZ","BE","X2007",0
"12298","SQZ","BE","X2007",0
"12299","SQZ","BE","X2007",0
"12300","SQZ","BE","X2007",0
"12301","STU","BE","X2007",0
"12302","STU","BE","X2007",0
"12303","STU","BE","X2007",0
"12304","SYC","BE","X2007",0
"12305","SYC","BE","X2007",0
"12306","SYC","BE","X2007",0
"12307","SYC","BE","X2007",0
"12308","SYC","BE","X2007",0
"12309","SYC","BE","X2007",0
"12310","SYT","BE","X2007",0
"12311","SYT","BE","X2007",0
"12312","SYT","BE","X2007",0
"12313","SYT","BE","X2007",0
"12314","SYT","BE","X2007",0
"12315","SYT","BE","X2007",0
"12316","SYT","BE","X2007",0
"12317","SYT","BE","X2007",0
"12318","SYT","BE","X2007",0
"12319","TUR","BE","X2007",406
"12320","TUR","BE","X2007",0
"12321","TUR","BE","X2007",0
"12322","TUR","BE","X2007",0
"12323","TUR","BE","X2007",0
"12324","TUR","BE","X2007",173
"12325","TUR","BE","X2007",0
"12326","TUR","BE","X2007",111
"12327","TUR","BE","X2007",62
"12328","TUR","BE","X2007",0
"12329","TUR","BE","X2007",0
"12330","TUR","BE","X2007",0
"12331","TUR","BE","X2007",0
"12332","TUR","BE","X2007",0
"12333","TUR","BE","X2007",0
"12334","TUR","BE","X2007",0
"12335","TUR","BE","X2007",228
"12336","TUR","BE","X2007",31
"12337","TUR","BE","X2007",118
"12338","TUR","BE","X2007",7
"12339","TUR","BE","X2007",23
"12340","TUR","BE","X2007",49
"12341","TUR","BE","X2007",0
"12342","TUR","BE","X2007",0
"12343","TUR","BE","X2007",0
"12344","TUR","BE","X2007",5
"12345","TUR","BE","X2007",0
"12346","TUR","BE","X2007",5
"12347","TUR","BE","X2007",0
"12348","USK","BE","X2007",0
"12349","USK","BE","X2007",0
"12350","USK","BE","X2007",0
"12351","USK","BE","X2007",0
"12352","USK","BE","X2007",0
"12353","USK","BE","X2007",0
"12354","USK","BE","X2007",0
"12355","USK","BE","X2007",0
"12356","USK","BE","X2007",0
"12357","USK","BE","X2007",0
"12358","USK","BE","X2007",0
"12359","WEG","BE","X2007",0
"12360","WEG","BE","X2007",0
"12361","WEG","BE","X2007",0
"12362","WEG","BE","X2007",0
"12363","WEG","BE","X2007",0
"12364","WEG","BE","X2007",0
"12365","WEG","BE","X2007",0
"12366","WEG","BE","X2007",0
"12367","WEG","BE","X2007",0
"12368","WEG","BE","X2007",0
"12369","WEG","BE","X2007",0
"12370","WEG","BE","X2007",0
"12371","WEG","BE","X2007",0
"12372","WHE","BE","X2007",99
"12373","WHE","BE","X2007",0
"12374","WHE","BE","X2007",0
"12375","WHE","BE","X2007",50
"12376","WHE","BE","X2007",0
"12377","WHE","BE","X2007",11
"12378","WHE","BE","X2007",39
"12379","WHE","BE","X2007",0
"12380","WHE","BE","X2007",0
"12381","WHE","BE","X2007",0
"12382","WHE","BE","X2007",49
"12383","WHE","BE","X2007",4
"12384","WHE","BE","X2007",36
"12385","WHE","BE","X2007",2
"12386","WHE","BE","X2007",1
"12387","WHE","BE","X2007",5
"12388","WHE","BE","X2007",0
"12389","WHE","BE","X2007",0
"12390","WHE","BE","X2007",0
"12391","WHE","BE","X2007",0
"12392","WHE","BE","X2007",0
"12393","WHE","BE","X2007",0
"12394","WHE","BE","X2007",0
"12395","WHG","BE","X2007",254
"12396","WHG","BE","X2007",0
"12397","WHG","BE","X2007",0
"12398","WHG","BE","X2007",0
"12399","WHG","BE","X2007",0
"12400","WHG","BE","X2007",0
"12401","WHG","BE","X2007",45
"12402","WHG","BE","X2007",0
"12403","WHG","BE","X2007",15
"12404","WHG","BE","X2007",30
"12405","WHG","BE","X2007",0
"12406","WHG","BE","X2007",0
"12407","WHG","BE","X2007",0
"12408","WHG","BE","X2007",0
"12409","WHG","BE","X2007",0
"12410","WHG","BE","X2007",0
"12411","WHG","BE","X2007",0
"12412","WHG","BE","X2007",0
"12413","WHG","BE","X2007",204
"12414","WHG","BE","X2007",3
"12415","WHG","BE","X2007",75
"12416","WHG","BE","X2007",4
"12417","WHG","BE","X2007",65
"12418","WHG","BE","X2007",58
"12419","WHG","BE","X2007",0
"12420","WHG","BE","X2007",0
"12421","WHG","BE","X2007",0
"12422","WHG","BE","X2007",4
"12423","WHG","BE","X2007",1
"12424","WHG","BE","X2007",3
"12425","WHG","BE","X2007",0
"12426","WHG","BE","X2007",0
"12427","WIT","BE","X2007",0
"12428","WIT","BE","X2007",0
"12429","WIT","BE","X2007",0
"12430","WIT","BE","X2007",0
"12431","WIT","BE","X2007",0
"12432","WIT","BE","X2007",0
"12433","WIT","BE","X2007",0
"12434","WIT","BE","X2007",0
"12435","WIT","BE","X2007",0
"12436","WIT","BE","X2007",0
"12437","WIT","BE","X2007",0
"12438","WIT","BE","X2007",0
"12439","WIT","BE","X2007",0
"12440","WIT","BE","X2007",0
"12441","WIT","BE","X2007",0
"12442","WIT","BE","X2007",0
"12443","WIT","BE","X2007",0
"12444","WRA","BE","X2007",0
"12445","WRA","BE","X2007",0
"12446","WRA","BE","X2007",0
"12447","WRA","BE","X2007",0
"12448","WRA","BE","X2007",0
"12449","ANF","BE","X2006",1193
"12450","ANF","BE","X2006",141
"12451","ANF","BE","X2006",0
"12452","ANF","BE","X2006",138
"12453","ANF","BE","X2006",3
"12454","ANF","BE","X2006",907
"12455","ANF","BE","X2006",69
"12456","ANF","BE","X2006",0
"12457","ANF","BE","X2006",21
"12458","ANF","BE","X2006",217
"12459","ANF","BE","X2006",301
"12460","ANF","BE","X2006",293
"12461","ANF","BE","X2006",7
"12462","ANF","BE","X2006",0
"12463","ANF","BE","X2006",0
"12464","ANF","BE","X2006",144
"12465","ANF","BE","X2006",18
"12466","ANF","BE","X2006",127
"12467","BIB","BE","X2006",472
"12468","BIB","BE","X2006",0
"12469","BIB","BE","X2006",0
"12470","BIB","BE","X2006",30
"12471","BIB","BE","X2006",0
"12472","BIB","BE","X2006",0
"12473","BIB","BE","X2006",30
"12474","BIB","BE","X2006",433
"12475","BIB","BE","X2006",4
"12476","BIB","BE","X2006",339
"12477","BIB","BE","X2006",58
"12478","BIB","BE","X2006",24
"12479","BIB","BE","X2006",6
"12480","BIB","BE","X2006",1
"12481","BIB","BE","X2006",0
"12482","BIB","BE","X2006",0
"12483","BIB","BE","X2006",10
"12484","BIB","BE","X2006",1
"12485","BIB","BE","X2006",9
"12486","BIB","BE","X2006",0
"12487","BLL","BE","X2006",390
"12488","BLL","BE","X2006",0
"12489","BLL","BE","X2006",0
"12490","BLL","BE","X2006",105
"12491","BLL","BE","X2006",0
"12492","BLL","BE","X2006",47
"12493","BLL","BE","X2006",58
"12494","BLL","BE","X2006",0
"12495","BLL","BE","X2006",0
"12496","BLL","BE","X2006",0
"12497","BLL","BE","X2006",0
"12498","BLL","BE","X2006",0
"12499","BLL","BE","X2006",281
"12500","BLL","BE","X2006",35
"12501","BLL","BE","X2006",157
"12502","BLL","BE","X2006",23
"12503","BLL","BE","X2006",25
"12504","BLL","BE","X2006",41
"12505","BLL","BE","X2006",0
"12506","BLL","BE","X2006",0
"12507","BLL","BE","X2006",0
"12508","BLL","BE","X2006",4
"12509","BLL","BE","X2006",1
"12510","BLL","BE","X2006",4
"12511","BLL","BE","X2006",0
"12512","BRB","BE","X2006",0
"12513","BRB","BE","X2006",0
"12514","BRB","BE","X2006",0
"12515","BRB","BE","X2006",0
"12516","BRB","BE","X2006",0
"12517","BRB","BE","X2006",0
"12518","BRB","BE","X2006",0
"12519","BSS","BE","X2006",211
"12520","BSS","BE","X2006",116
"12521","BSS","BE","X2006",1
"12522","BSS","BE","X2006",115
"12523","BSS","BE","X2006",0
"12524","BSS","BE","X2006",0
"12525","BSS","BE","X2006",95
"12526","BSS","BE","X2006",2
"12527","BSS","BE","X2006",34
"12528","BSS","BE","X2006",6
"12529","BSS","BE","X2006",20
"12530","BSS","BE","X2006",33
"12531","BSS","BE","X2006",0
"12532","BSS","BE","X2006",0
"12533","BSS","BE","X2006",0
"12534","BSS","BE","X2006",0
"12535","CAA","BE","X2006",67
"12536","CAA","BE","X2006",0
"12537","CAA","BE","X2006",0
"12538","CAA","BE","X2006",0
"12539","CAA","BE","X2006",0
"12540","CAA","BE","X2006",0
"12541","CAA","BE","X2006",0
"12542","CAA","BE","X2006",0
"12543","CAA","BE","X2006",67
"12544","CAA","BE","X2006",0
"12545","CAA","BE","X2006",67
"12546","CAA","BE","X2006",0
"12547","CAA","BE","X2006",0
"12548","CAA","BE","X2006",0
"12549","CAA","BE","X2006",0
"12550","CAA","BE","X2006",0
"12551","CAA","BE","X2006",0
"12552","CAA","BE","X2006",0
"12553","CAA","BE","X2006",0
"12554","CAA","BE","X2006",0
"12555","CAA","BE","X2006",0
"12556","CAA","BE","X2006",0
"12557","CAA","BE","X2006",0
"12558","CAA","BE","X2006",0
"12559","CAR","BE","X2006",0
"12560","CAR","BE","X2006",0
"12561","CAR","BE","X2006",0
"12562","CAR","BE","X2006",0
"12563","CAR","BE","X2006",0
"12564","CAR","BE","X2006",0
"12565","CAR","BE","X2006",0
"12566","CLU","BE","X2006",0
"12567","CLU","BE","X2006",0
"12568","CLU","BE","X2006",0
"12569","CLU","BE","X2006",0
"12570","CLU","BE","X2006",0
"12571","CLU","BE","X2006",0
"12572","CLU","BE","X2006",0
"12573","CLU","BE","X2006",0
"12574","CLU","BE","X2006",0
"12575","CLU","BE","X2006",0
"12576","CLU","BE","X2006",0
"12577","CLX","BE","X2006",0
"12578","CLX","BE","X2006",0
"12579","CLX","BE","X2006",0
"12580","CLX","BE","X2006",0
"12581","CLX","BE","X2006",0
"12582","CNZ","BE","X2006",866
"12583","CNZ","BE","X2006",866
"12584","CNZ","BE","X2006",64
"12585","CNZ","BE","X2006",803
"12586","CNZ","BE","X2006",0
"12587","CNZ","BE","X2006",0
"12588","CNZ","BE","X2006",0
"12589","CNZ","BE","X2006",0
"12590","CNZ","BE","X2006",0
"12591","CNZ","BE","X2006",0
"12592","COC","BE","X2006",0
"12593","COC","BE","X2006",0
"12594","COC","BE","X2006",0
"12595","COC","BE","X2006",0
"12596","COD","BE","X2006",1551
